name,address,city,state,postal_code,latitude,longitude,stars,review_count,categories,hours,gmap_id,url
Circle K,"3307 E, FL-60",Valrico,FL,33594,27.937037999999998,-82.22766539999999,3.2,8,['convenience Store' 'atm' 'diesel Fuel Supplier' 'gas Station' 'store'],"[array(['Sunday', 'Open 24 hours'], dtype=object)
 array(['Monday', 'Open 24 hours'], dtype=object)
 array(['Tuesday', 'Open 24 hours'], dtype=object)
 array(['Wednesday', 'Open 24 hours'], dtype=object)
 array(['Thursday', 'Open 24 hours'], dtype=object)
 array(['Friday', 'Open 24 hours'], dtype=object)
 array(['Saturday', 'Open 24 hours'], dtype=object)]",0x88c2cd27a44f8d51:0x8490d552497e3ff2,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2cd27a44f8d51:0x8490d552497e3ff2?authuser=-1&hl=en&gl=us
Circle K,3170 Tampa Rd,Oldsmar,FL,34677,28.050042899999998,-82.6965527,3.2,8,['convenience Store' 'atm' 'coffee Shop' 'coffee Store' 'diesel Fuel Supplier' 'gas Station' 'snack Bar' 'soft Drinks Shop'],"[array(['Sunday', 'Open 24 hours'], dtype=object)
 array(['Monday', 'Open 24 hours'], dtype=object)
 array(['Tuesday', 'Open 24 hours'], dtype=object)
 array(['Wednesday', 'Open 24 hours'], dtype=object)
 array(['Thursday', 'Open 24 hours'], dtype=object)
 array(['Friday', 'Open 24 hours'], dtype=object)
 array(['Saturday', 'Open 24 hours'], dtype=object)]",0x88c2edac2c6a7319:0x1cdd6e5a3381436c,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2edac2c6a7319:0x1cdd6e5a3381436c?authuser=-1&hl=en&gl=us
Chevron,2211 4th St S,St. Petersburg,FL,33705,27.7481705,-82.6388697,2.5,8,['gas Station' 'auto Repair Shop' 'convenience Store' 'diesel Fuel Supplier' 'fuel Pump' 'gas Company'],"[array(['Sunday', '7AM–10PM'], dtype=object)
 array(['Monday', '7AM–11PM'], dtype=object)
 array(['Tuesday', '7AM–11PM'], dtype=object)
 array(['Wednesday', '7AM–11PM'], dtype=object)
 array(['Thursday', '7AM–11PM'], dtype=object)
 array(['Friday', '7AM–11PM'], dtype=object)
 array(['Saturday', '7AM–11PM'], dtype=object)]",0x88c2e1f26c86d555:0x852e64af728d3f6d,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2e1f26c86d555:0x852e64af728d3f6d?authuser=-1&hl=en&gl=us
Kangaroo Express,1500 Palm Coast Pkwy NW,Palm Coast,FL,32137,29.553988699999998,-81.2365257,4.1,8,['convenience Store' 'atm' 'coffee Shop' 'diesel Fuel Supplier' 'fuel Pump' 'gas Station' 'soft Drinks Shop'],"[array(['Sunday', 'Open 24 hours'], dtype=object)
 array(['Monday', 'Open 24 hours'], dtype=object)
 array(['Tuesday', 'Open 24 hours'], dtype=object)
 array(['Wednesday', 'Open 24 hours'], dtype=object)
 array(['Thursday', 'Open 24 hours'], dtype=object)
 array(['Friday', 'Open 24 hours'], dtype=object)
 array(['Saturday', 'Open 24 hours'], dtype=object)]",0x88e694643651df63:0x45aa1ca1eba1c15e,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e694643651df63:0x45aa1ca1eba1c15e?authuser=-1&hl=en&gl=us
Chevron,9031 N Military Trl,Palm Beach Gardens,FL,33410,26.809442699999998,-80.1067619,3.5,8,['gas Station' 'auto Repair Shop' 'convenience Store' 'diesel Fuel Supplier' 'fuel Pump' 'garden Center' 'gas Company'],"[array(['Sunday', 'Open 24 hours'], dtype=object)
 array(['Monday', 'Open 24 hours'], dtype=object)
 array(['Tuesday', 'Open 24 hours'], dtype=object)
 array(['Wednesday', 'Open 24 hours'], dtype=object)
 array(['Thursday', 'Open 24 hours'], dtype=object)
 array(['Friday', 'Open 24 hours'], dtype=object)
 array(['Saturday', 'Open 24 hours'], dtype=object)]",0x88d92aa48666396b:0x75408b1df24aa40f,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d92aa48666396b:0x75408b1df24aa40f?authuser=-1&hl=en&gl=us
Chevron Miami,12201 SW 112th St,Miami,FL,33186,25.662198699999998,-80.39335109999999,2.5,8,['gas Station' 'auto Repair Shop' 'convenience Store' 'diesel Fuel Supplier' 'fuel Pump' 'gas Company'],"[array(['Sunday', 'Open 24 hours'], dtype=object)
 array(['Monday', 'Open 24 hours'], dtype=object)
 array(['Tuesday', 'Open 24 hours'], dtype=object)
 array(['Wednesday', 'Open 24 hours'], dtype=object)
 array(['Thursday', 'Open 24 hours'], dtype=object)
 array(['Friday', 'Open 24 hours'], dtype=object)
 array(['Saturday', 'Open 24 hours'], dtype=object)]",0x88d9c1172a42cc73:0xbbde9f7c125508cb,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9c1172a42cc73:0xbbde9f7c125508cb?authuser=-1&hl=en&gl=us
Circle K,5602 E Fowler Ave,Temple Terrace,FL,33617,28.054885799999997,-82.3929443,3.3,15,['convenience Store' 'atm' 'car Wash' 'coffee Shop' 'coffee Store' 'diesel Fuel Supplier' 'gas Station' 'snack Bar' 'soft Drinks Shop'],"[array(['Saturday', 'Open 24 hours'], dtype=object)
 array(['Sunday', 'Open 24 hours'], dtype=object)
 array(['Monday', 'Open 24 hours'], dtype=object)
 array(['Tuesday', 'Open 24 hours'], dtype=object)
 array(['Wednesday', 'Open 24 hours'], dtype=object)
 array(['Thursday', 'Open 24 hours'], dtype=object)
 array(['Friday', 'Open 24 hours'], dtype=object)]",0x88c2c7d9e3bae7e1:0x2e1dc4115c25ab2,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2c7d9e3bae7e1:0x2e1dc4115c25ab2?authuser=-1&hl=en&gl=us
Circle K,5523 FL-54,New Port Richey,FL,34652,28.217706,-82.72268299999999,2.8,8,['convenience Store' 'coffee Shop' 'diesel Fuel Supplier' 'gas Station' 'public Bathroom' 'snack Bar' 'soft Drinks Shop'],"[array(['Saturday', 'Open 24 hours'], dtype=object)
 array(['Sunday', 'Open 24 hours'], dtype=object)
 array(['Monday', 'Open 24 hours'], dtype=object)
 array(['Tuesday', 'Open 24 hours'], dtype=object)
 array(['Wednesday', 'Open 24 hours'], dtype=object)
 array(['Thursday', 'Open 24 hours'], dtype=object)
 array(['Friday', 'Open 24 hours'], dtype=object)]",0x88c291e6bf2d5987:0xd24458e36441f2db,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c291e6bf2d5987:0xd24458e36441f2db?authuser=-1&hl=en&gl=us
Circle K,1412 Seminola Blvd,Casselberry,FL,32707,28.674808499999997,-81.31034079999999,3.9,8,['convenience Store' 'atm' 'coffee Shop' 'coffee Store' 'diesel Fuel Supplier' 'gas Station' 'snack Bar' 'soft Drinks Shop'],"[array(['Saturday', 'Open 24 hours'], dtype=object)
 array(['Sunday', 'Open 24 hours'], dtype=object)
 array(['Monday', 'Open 24 hours'], dtype=object)
 array(['Tuesday', 'Open 24 hours'], dtype=object)
 array(['Wednesday', 'Open 24 hours'], dtype=object)
 array(['Thursday', 'Open 24 hours'], dtype=object)
 array(['Friday', 'Open 24 hours'], dtype=object)]",0x88e76dd88c5312f3:0x4742382cf0afdb29,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e76dd88c5312f3:0x4742382cf0afdb29?authuser=-1&hl=en&gl=us
Circle K,1270 Palm Beach Lakes Blvd,West Palm Beach,FL,33401,26.7241675,-80.0661894,4.0,7,['convenience Store' 'atm' 'coffee Shop' 'diesel Fuel Supplier' 'gas Station' 'public Bathroom' 'snack Bar' 'soft Drinks Shop'],"[array(['Saturday', 'Open 24 hours'], dtype=object)
 array(['Sunday', 'Open 24 hours'], dtype=object)
 array(['Monday', 'Open 24 hours'], dtype=object)
 array(['Tuesday', 'Open 24 hours'], dtype=object)
 array(['Wednesday', 'Open 24 hours'], dtype=object)
 array(['Thursday', 'Open 24 hours'], dtype=object)
 array(['Friday', 'Open 24 hours'], dtype=object)]",0x88d8d677372cdf99:0x7642a9d3781dece9,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d8d677372cdf99:0x7642a9d3781dece9?authuser=-1&hl=en&gl=us
Circle K,3501 Bell Shoals Rd,Valrico,FL,33596,27.891116099999998,-82.2687984,4.0,8,['convenience Store' 'atm' 'diesel Fuel Supplier' 'gas Station'],"[array(['Friday', 'Open 24 hours'], dtype=object)
 array(['Saturday', 'Open 24 hours'], dtype=object)
 array(['Sunday', 'Open 24 hours'], dtype=object)
 array(['Monday', 'Open 24 hours'], dtype=object)
 array(['Tuesday', 'Open 24 hours'], dtype=object)
 array(['Wednesday', 'Open 24 hours'], dtype=object)
 array(['Thursday', 'Open 24 hours'], dtype=object)]",0x88c2d279dd45781b:0xf423086f1f95427f,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2d279dd45781b:0xf423086f1f95427f?authuser=-1&hl=en&gl=us
Chevron,609 Monument Ave,Port St Joe,FL,32456,29.8099702,-85.3024142,3.0,7,['gas Station' 'auto Repair Shop' 'convenience Store' 'diesel Fuel Supplier' 'fuel Pump' 'gas Company'],"[array(['Friday', 'Open 24 hours'], dtype=object)
 array(['Saturday', 'Open 24 hours'], dtype=object)
 array(['Sunday', 'Open 24 hours'], dtype=object)
 array(['Monday', 'Open 24 hours'], dtype=object)
 array(['Tuesday', 'Open 24 hours'], dtype=object)
 array(['Wednesday', 'Open 24 hours'], dtype=object)
 array(['Thursday', 'Open 24 hours'], dtype=object)]",0x8894966fe195f35f:0xd8bac91fc4e336aa,https://www.google.com/maps/place//data=!4m2!3m1!1s0x8894966fe195f35f:0xd8bac91fc4e336aa?authuser=-1&hl=en&gl=us
Kangaroo Express,4025 Pine Ridge Rd Ext,Naples,FL,34119,26.212922,-81.688029,3.6,8,['convenience Store' 'atm' 'car Wash' 'coffee Shop' 'diesel Fuel Supplier' 'gas Station' 'snack Bar' 'soft Drinks Shop'],"[array(['Friday', 'Open 24 hours'], dtype=object)
 array(['Saturday', 'Open 24 hours'], dtype=object)
 array(['Sunday', 'Open 24 hours'], dtype=object)
 array(['Monday', 'Open 24 hours'], dtype=object)
 array(['Tuesday', 'Open 24 hours'], dtype=object)
 array(['Wednesday', 'Open 24 hours'], dtype=object)
 array(['Thursday', 'Open 24 hours'], dtype=object)]",0x88db02cd98c391bd:0x8a2d8506696b65da,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88db02cd98c391bd:0x8a2d8506696b65da?authuser=-1&hl=en&gl=us
Circle K,12800 Tamiami Trail E,Naples,FL,34114,26.062110399999998,-81.6984197,1.8,5,['convenience Store' 'atm' 'coffee Shop' 'coffee Store' 'diesel Fuel Supplier' 'gas Station' 'public Bathroom' 'snack Bar' 'soft Drinks Shop'],"[array(['Friday', 'Open 24 hours'], dtype=object)
 array(['Saturday', 'Open 24 hours'], dtype=object)
 array(['Sunday', 'Open 24 hours'], dtype=object)
 array(['Monday', 'Open 24 hours'], dtype=object)
 array(['Tuesday', 'Open 24 hours'], dtype=object)
 array(['Wednesday', 'Open 24 hours'], dtype=object)
 array(['Thursday', 'Open 24 hours'], dtype=object)]",0x88dae4c9d77d7dc9:0x6f8b42be8e6c6c0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88dae4c9d77d7dc9:0x6f8b42be8e6c6c0?authuser=-1&hl=en&gl=us
Circle K,2820 US-301,Riverview,FL,33578,27.922183699999998,-82.3490643,3.7,13,['convenience Store' 'atm' 'coffee Shop' 'coffee Store' 'diesel Fuel Supplier' 'gas Station' 'public Bathroom' 'snack Bar' 'soft Drinks Shop'],"[array(['Tuesday', 'Open 24 hours'], dtype=object)
 array(['Wednesday', 'Open 24 hours'], dtype=object)
 array(['Thursday', 'Open 24 hours'], dtype=object)
 array(['Friday', 'Open 24 hours'], dtype=object)
 array(['Saturday', 'Open 24 hours'], dtype=object)
 array(['Sunday', 'Open 24 hours'], dtype=object)
 array(['Monday', 'Open 24 hours'], dtype=object)]",0x88c2cfca6cf6feb9:0x2dc6aaed632eb9db,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2cfca6cf6feb9:0x2dc6aaed632eb9db?authuser=-1&hl=en&gl=us
Kangaroo Express,2517 3rd St S,Jacksonville Beach,FL,32250,30.267322,-81.388021,5.0,2,['convenience Store' 'atm' 'coffee Shop' 'diesel Fuel Supplier' 'fuel Pump' 'gas Station' 'soft Drinks Shop'],"[array(['Tuesday', 'Open 24 hours'], dtype=object)
 array(['Wednesday', 'Open 24 hours'], dtype=object)
 array(['Thursday', 'Open 24 hours'], dtype=object)
 array(['Friday', 'Open 24 hours'], dtype=object)
 array(['Saturday', 'Open 24 hours'], dtype=object)
 array(['Sunday', 'Open 24 hours'], dtype=object)
 array(['Monday', 'Open 24 hours'], dtype=object)]",0x88e449ca0ad3609f:0x697db1144c0d1675,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e449ca0ad3609f:0x697db1144c0d1675?authuser=-1&hl=en&gl=us
Kangaroo Express,5886 S Ridgewood Ave,Port Orange,FL,32127,29.1085563,-80.97368159999999,4.3,7,['convenience Store' 'atm' 'coffee Shop' 'coffee Store' 'diesel Fuel Supplier' 'gas Station' 'snack Bar' 'soft Drinks Shop'],"[array(['Tuesday', 'Open 24 hours'], dtype=object)
 array(['Wednesday', 'Open 24 hours'], dtype=object)
 array(['Thursday', 'Open 24 hours'], dtype=object)
 array(['Friday', 'Open 24 hours'], dtype=object)
 array(['Saturday', 'Open 24 hours'], dtype=object)
 array(['Sunday', 'Open 24 hours'], dtype=object)
 array(['Monday', 'Open 24 hours'], dtype=object)]",0x88e729d42a2705bb:0x6e7c5892ad73be1c,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e729d42a2705bb:0x6e7c5892ad73be1c?authuser=-1&hl=en&gl=us
Chevron,7705 N Pine Island Rd,Tamarac,FL,33321,26.217374799999998,-80.2742461,3.5,8,['gas Station' 'auto Repair Shop' 'convenience Store' 'diesel Fuel Supplier' 'fuel Pump'],"[array(['Tuesday', '6AM–10PM'], dtype=object)
 array(['Wednesday', '6AM–10PM'], dtype=object)
 array(['Thursday', '6AM–10PM'], dtype=object)
 array(['Friday', '6AM–10PM'], dtype=object)
 array(['Saturday', '6AM–10PM'], dtype=object)
 array(['Sunday', '6AM–10PM'], dtype=object)
 array(['Monday', '6AM–10PM'], dtype=object)]",0x88d905885db6bd37:0x7ce8f3d967798e66,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d905885db6bd37:0x7ce8f3d967798e66?authuser=-1&hl=en&gl=us
Circle K,12253 Lake Underhill Rd,Orlando,FL,32825,28.5473419,-81.205939,2.2,18,['convenience Store' 'atm' 'car Wash' 'coffee Shop' 'coffee Store' 'diesel Fuel Supplier' 'gas Station' 'snack Bar' 'soft Drinks Shop'],"[array(['Monday', 'Open 24 hours'], dtype=object)
 array(['Tuesday', 'Open 24 hours'], dtype=object)
 array(['Wednesday', 'Open 24 hours'], dtype=object)
 array(['Thursday', 'Open 24 hours'], dtype=object)
 array(['Friday', 'Open 24 hours'], dtype=object)
 array(['Saturday', 'Open 24 hours'], dtype=object)
 array(['Sunday', 'Open 24 hours'], dtype=object)]",0x88e767b4f041c275:0x92abaafbb7a7d0ce,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e767b4f041c275:0x92abaafbb7a7d0ce?authuser=-1&hl=en&gl=us
Chevron,2400 FL-7,Fort Lauderdale,FL,33313,26.155857299999997,-80.2025152,2.1,7,['gas Station' 'convenience Store' 'diesel Fuel Supplier' 'fuel Pump' 'gas Company'],,0x88d906b89ebb1c39:0x9cea6968db4404f5,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d906b89ebb1c39:0x9cea6968db4404f5?authuser=-1&hl=en&gl=us
Chevron,1000 W Blue Heron Blvd,Riviera Beach,FL,33404,26.7822733,-80.0673434,3.0,8,['gas Station' 'auto Repair Shop' 'convenience Store' 'diesel Fuel Supplier' 'fuel Pump' 'gas Company'],"[array(['Sunday', 'Open 24 hours'], dtype=object)
 array(['Monday', 'Open 24 hours'], dtype=object)
 array(['Tuesday', 'Open 24 hours'], dtype=object)
 array(['Wednesday', 'Open 24 hours'], dtype=object)
 array(['Thursday', 'Open 24 hours'], dtype=object)
 array(['Friday', 'Open 24 hours'], dtype=object)
 array(['Saturday', 'Open 24 hours'], dtype=object)]",0x88d8d4f1aab84175:0x306689afc5b37814,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d8d4f1aab84175:0x306689afc5b37814?authuser=-1&hl=en&gl=us
Circle K,9406 S Suncoast Blvd,Homosassa,FL,34446,28.724750399999998,-82.55365979999999,3.9,7,['convenience Store' 'atm' 'coffee Shop' 'diesel Fuel Supplier' 'gas Station' 'public Bathroom' 'snack Bar' 'soft Drinks Shop'],"[array(['Sunday', 'Open 24 hours'], dtype=object)
 array(['Monday', 'Open 24 hours'], dtype=object)
 array(['Tuesday', 'Open 24 hours'], dtype=object)
 array(['Wednesday', 'Open 24 hours'], dtype=object)
 array(['Thursday', 'Open 24 hours'], dtype=object)
 array(['Friday', 'Open 24 hours'], dtype=object)
 array(['Saturday', 'Open 24 hours'], dtype=object)]",0x88e816187fb6445b:0xde1463e49739ab71,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e816187fb6445b:0xde1463e49739ab71?authuser=-1&hl=en&gl=us
Circle K,979 Woodville Hwy,Crawfordville,FL,32327,30.2327698,-84.2293514,4.0,8,['convenience Store' 'atm' 'diesel Fuel Supplier' 'gas Station' 'snack Bar'],"[array(['Sunday', 'Open 24 hours'], dtype=object)
 array(['Monday', 'Open 24 hours'], dtype=object)
 array(['Tuesday', 'Open 24 hours'], dtype=object)
 array(['Wednesday', 'Open 24 hours'], dtype=object)
 array(['Thursday', 'Open 24 hours'], dtype=object)
 array(['Friday', 'Open 24 hours'], dtype=object)
 array(['Saturday', 'Open 24 hours'], dtype=object)]",0x88ec62d8c111cbed:0x6617bfab26fdfaa7,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88ec62d8c111cbed:0x6617bfab26fdfaa7?authuser=-1&hl=en&gl=us
Chevron,12607 W Sunrise Blvd,Fort Lauderdale,FL,33323,26.1454448,-80.3196299,3.1,35,['gas Station' 'auto Repair Shop' 'convenience Store' 'diesel Fuel Supplier' 'fuel Pump' 'gas Company'],"[array(['Sunday', 'Open 24 hours'], dtype=object)
 array(['Monday', 'Open 24 hours'], dtype=object)
 array(['Tuesday', 'Open 24 hours'], dtype=object)
 array(['Wednesday', 'Open 24 hours'], dtype=object)
 array(['Thursday', 'Open 24 hours'], dtype=object)
 array(['Friday', 'Open 24 hours'], dtype=object)
 array(['Saturday', 'Open 24 hours'], dtype=object)]",0x88d908fe7aa9e9d9:0x42f4630e35b91205,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d908fe7aa9e9d9:0x42f4630e35b91205?authuser=-1&hl=en&gl=us
Chevron,1600 Aurora Rd,Melbourne,FL,32935,28.1362727,-80.6472805,3.8,8,['gas Station' 'convenience Store' 'diesel Fuel Supplier' 'fuel Pump' 'gas Company'],"[array(['Saturday', '7AM–10PM'], dtype=object)
 array(['Sunday', '8AM–8PM'], dtype=object)
 array(['Monday', '7AM–10PM'], dtype=object)
 array(['Tuesday', '7AM–10PM'], dtype=object)
 array(['Wednesday', '7AM–10PM'], dtype=object)
 array(['Thursday', '7AM–10PM'], dtype=object)
 array(['Friday', '7AM–10PM'], dtype=object)]",0x88de0fc47001d675:0x8bcf867bb93c386e,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88de0fc47001d675:0x8bcf867bb93c386e?authuser=-1&hl=en&gl=us
Chevron,5397 Timuquana Rd,Jacksonville,FL,32210,30.247726,-81.7219243,2.3,3,['gas Station' 'auto Repair Shop' 'convenience Store' 'diesel Fuel Supplier' 'fuel Pump' 'gas Company'],,0x88e5c79724c1b291:0xbf58fcec03f635a,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e5c79724c1b291:0xbf58fcec03f635a?authuser=-1&hl=en&gl=us
BP,8360 N Century Blvd,Century,FL,32535,30.981022,-87.2577,2.3,3,['diesel Fuel Supplier' 'gas Station'],"[array(['Saturday', 'Open 24 hours'], dtype=object)
 array(['Sunday', 'Open 24 hours'], dtype=object)
 array(['Monday', 'Open 24 hours'], dtype=object)
 array(['Tuesday', 'Open 24 hours'], dtype=object)
 array(['Wednesday', 'Open 24 hours'], dtype=object)
 array(['Thursday', 'Open 24 hours'], dtype=object)
 array(['Friday', 'Open 24 hours'], dtype=object)]",0x88906721c287803d:0x2214aba9aecdca54,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88906721c287803d:0x2214aba9aecdca54?authuser=-1&hl=en&gl=us
Chevron,1701 Palm Ave,Miramar,FL,33025,25.993310599999997,-80.27868529999999,2.5,8,['gas Station' 'convenience Store' 'diesel Fuel Supplier' 'fuel Pump' 'gas Company'],"[array(['Saturday', 'Open 24 hours'], dtype=object)
 array(['Sunday', 'Open 24 hours'], dtype=object)
 array(['Monday', 'Open 24 hours'], dtype=object)
 array(['Tuesday', 'Open 24 hours'], dtype=object)
 array(['Wednesday', 'Open 24 hours'], dtype=object)
 array(['Thursday', 'Open 24 hours'], dtype=object)
 array(['Friday', 'Open 24 hours'], dtype=object)]",0x88d9a601a867748d:0xfd8f488787af2b0e,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9a601a867748d:0xfd8f488787af2b0e?authuser=-1&hl=en&gl=us
Circle K,2425 W Memorial Blvd,Lakeland,FL,33815,28.0552845,-81.9938583,2.8,18,['convenience Store' 'atm' 'coffee Shop' 'coffee Store' 'diesel Fuel Supplier' 'gas Station' 'public Bathroom' 'snack Bar' 'soft Drinks Shop'],"[array(['Saturday', 'Open 24 hours'], dtype=object)
 array(['Sunday', 'Open 24 hours'], dtype=object)
 array(['Monday', 'Open 24 hours'], dtype=object)
 array(['Tuesday', 'Open 24 hours'], dtype=object)
 array(['Wednesday', 'Open 24 hours'], dtype=object)
 array(['Thursday', 'Open 24 hours'], dtype=object)
 array(['Friday', 'Open 24 hours'], dtype=object)]",0x88dd3886366f53d3:0x585f151abad45e04,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88dd3886366f53d3:0x585f151abad45e04?authuser=-1&hl=en&gl=us
Kangaroo Express,8735 New Kings Rd,Jacksonville,FL,32219,30.4086948,-81.7450004,5.0,5,['convenience Store' 'coffee Shop' 'diesel Fuel Supplier' 'fuel Pump' 'gas Station'],"[array(['Saturday', '6AM–11PM'], dtype=object)
 array(['Sunday', '6AM–11PM'], dtype=object)
 array(['Monday', '6AM–11PM'], dtype=object)
 array(['Tuesday', '6AM–11PM'], dtype=object)
 array(['Wednesday', '6AM–11PM'], dtype=object)
 array(['Thursday', '6AM–11PM'], dtype=object)
 array(['Friday', '6AM–11PM'], dtype=object)]",0x88e5bb063f94a689:0xe504987b15ad07ff,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e5bb063f94a689:0xe504987b15ad07ff?authuser=-1&hl=en&gl=us
Chevron,4299 W Hillsboro Blvd,Coconut Creek,FL,33073,26.318018,-80.18338709999999,3.7,8,['gas Station' 'auto Repair Shop' 'convenience Store' 'diesel Fuel Supplier' 'fuel Pump' 'gas Company'],"[array(['Friday', '6AM–10PM'], dtype=object)
 array(['Saturday', '6AM–10PM'], dtype=object)
 array(['Sunday', '7AM–10PM'], dtype=object)
 array(['Monday', '6AM–10PM'], dtype=object)
 array(['Tuesday', '6AM–10PM'], dtype=object)
 array(['Wednesday', '6AM–10PM'], dtype=object)
 array(['Thursday', '6AM–10PM'], dtype=object)]",0x88d91c7e200562bf:0x2059a23f410ee09a,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d91c7e200562bf:0x2059a23f410ee09a?authuser=-1&hl=en&gl=us
